video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description,state,lat,lon,geometry
2hu_evXPpMM,17.14.11,Dagi Bee wird Heiraten | Coldmirror bekommt Ehrenpreis | YouTube Trends,HerrNewstime,24,2017-11-12T16:33:18.000Z,"Dagi Bee|""Heiraten""|""Coldmirror""|""YouTube""|""Trends""",228574,11349,990,1049,https://i.ytimg.com/vi/2hu_evXPpMM/default.jpg,False,False,False,Dagi Bee wird Heiraten | Coldmirror bekommt Ehrenpreis | YouTube Trends\nTwitter: http://twitter.com/HerrNewstime / SNAP: herrnewstime\nMusik: Bosstransformation Theme Beat - Bosshafte Beats / First Class Travel - Bosshafte Beats\n\nAHH! Wir haben einen HOCHZEITSTERMIN - Dagi Bee\nhttps://www.youtube.com/watch?v=G3rHvAD-bew\n\nYoutube-Star Coldmirror erhält Sondermann-Förderpreis\nhttps://www.extratipp.com/rhein-main/frankfurt-youtube-star-coldmirror-kathrin-fricke-erhaelt-sondermann-foerderpreis-9267891.html\n\nDas HerrNewstime Studio\nhttps://www.youtube.com/watch?v=DFwn8co8d1g\n\n\nImpressum / Inhaltliche Ausrichtung\nhttps://www.youtube.com/HerrNewstime/about\n\n►Bosshaft!\nhttps://www.youtube.com/BosshafteBeats\n\n------------------------------------------------\n\nDISCORD SERVER (Voice / Chat)\n\nServer Adresse: http://discord.gg/HerrNewstime\n\n------------------------------------------------\nHier bin ich auch :D\n\n► Twitter: http://twitter.com/HerrNewstime\n► Facebook Profil: http://facebook.com/HerrNewstimePrivat\n► Facebook: http://facebook.com/HerrNewstime,Thuringen,50.97005292,11.02996212,POINT (11.02996212 50.97005292)
2kyS6SvSYSE,17.14.11,WE WANT TO TALK ABOUT OUR MARRIAGE,CaseyNeistat,22,2017-11-13T17:13:01.000Z,SHANtell martin,748374,57532,2966,15954,https://i.ytimg.com/vi/2kyS6SvSYSE/default.jpg,False,False,False,SHANTELL'S CHANNEL - https://www.youtube.com/shantellmartin\nCANDICE - https://www.lovebilly.com\n\nfilmed this video in 4k on this -- http://amzn.to/2sTDnRZ\nwith this lens -- http://amzn.to/2rUJOmD\nbig drone - http://tinyurl.com/h4ft3oy\nOTHER GEAR ---  http://amzn.to/2o3GLX5\nSony CAMERA http://amzn.to/2nOBmnv\nOLD CAMERA; http://amzn.to/2o2cQBT\nMAIN LENS; http://amzn.to/2od5gBJ\nBIG SONY CAMERA; http://amzn.to/2nrdJRO\nBIG Canon CAMERA; http://tinyurl.com/jn4q4vz\nBENDY TRIPOD THING; http://tinyurl.com/gw3ylz2\nYOU NEED THIS FOR THE BENDY TRIPOD; http://tinyurl.com/j8mzzua\nWIDE LENS; http://tinyurl.com/jkfcm8t\nMORE EXPENSIVE WIDE LENS; http://tinyurl.com/zrdgtou\nSMALL CAMERA; http://tinyurl.com/hrrzhor\nMICROPHONE; http://tinyurl.com/zefm4jy\nOTHER MICROPHONE; http://tinyurl.com/jxgpj86\nOLD DRONE (cheaper but still great);http://tinyurl.com/zcfmnmd\n\nfollow me; on http://instagram.com/caseyneistat\non https://www.facebook.com/cneistat\non https://twitter.com/CaseyNeistat\n\namazing intro song by https://soundcloud.com/discoteeth\n\nad disclosure.  THIS IS NOT AN AD.  not selling or promoting anything.  but samsung did produce the Shantell Video as a 'GALAXY PROJECT' which is an initiative that enables creators like Shantell and me to make projects we might otherwise not have the opportunity to make.  hope that's clear.  if not ask in the comments and i'll answer any specifics.,Berlin,52.52181866,13.40154862,POINT (13.40154862 52.52181866)
2Zp-Qm3wJkA,17.14.11,JP Performance -  Quetschen wir den Japaner mal aus ! | Lexus RC-F,JP Performance,2,2017-11-13T10:30:01.000Z,"V8|""VMAX""|""Topspeed""|""Prüfstand""|""JP Performance""|""Jean Pierre Kraemer""|""PS Profis""|""JP""|""Boost""|""Turbo""|""Dortmund""|""Germany""|""Drift""|""Flames""|""Backfire""|""Antilag""|""Burnout""|""Loud""|""Exhaust""|""Abgasanlage""|""Tuning""|""VLOG""|""Fail""|""Compilation""|""BMW""|""M4""|""Audi""|""R8""|""Lamborghini""|""Ferrari""|""Bugatti""|""Veyron""|""VW""|""Golf""|""GTI""",465883,19928,216,1240,https://i.ytimg.com/vi/2Zp-Qm3wJkA/default.jpg,False,False,False,"Mal schauen was unser Japaner so kann! :D\n- - -\nHiermit filmen wir:\n* Haupt - Kamera | http://amzn.to/2uuB1Mk\n* VLOG - Kamera | http://amzn.to/2u0dqCi\n* Action - Kamera |  http://amzn.to/2u0rOuf\n* Objektiv Adapter | http://amzn.to/2uAchmI\n* Objektive | http://amzn.to/2u0IHFg + http://amzn.to/2u19IHf\n* Speicherkarte(n) | http://amzn.to/2vtnW2W\n* Stativ | http://amzn.to/2t7y4O4\n\nDie mit *  gekennzeichneten Links sind Affiliate Links, die zum Partnerprogramm von Amazon gehören. Solltet ihr etwas über diese Links kaufen, bekomme ich eine Vermittlungsprovision, natürlich ohne dass ihr dafür mehr bezahlen müsst.\n- - -\nFACEBOOK: https://goo.gl/CpAuI4\nINSTAGRAM: https://goo.gl/SxiVbk\nWEBSITE: http://goo.gl/MPbEzf\n- - -\n...Jean Pierre Kraemer / JP Performance GmbH - zwei Begriffe die für Spaß, Leistung, Power, freche Sprüche, schnelle Autos, Turbotechnik, Turboumbauten, Ladedruck und noch vieles mehr stehen.\nMit diesen Videos biete ich dir einen Einblick ins tägliche Leben hier in der Firma ,Leistungssteigerungen, technische Details & Erklärungen, Soundfiles, Messwerte, Vergleiche, Neuvorstellungen & Präsentationen und und und...\nDu bist quasi live bei all unseren Projekten, Events und Reisen in die große, weite Welt mit dabei. Egal ob Audi, BMW, Chrysler, Dodge, Ferrari, Ford, GMC, Honda, Infinity, Jaguar, Koenigsegg, Lamborghini, Mercedes, Nissan, Opel, Porsche, Range Rover, Skoda, Tesla, Volkswagen oder Wiesmann... es ist für jeden etwas dabei und auch fast von A - Z :-P\nJeder der sich denkt: I LIKE BIG BOOST ist hier genau richtig, frei nach dem Motto FÄHRSTE QUER SIEHSTE MEHR siehst du hier Aufnahmen von Drifts, Drags und anderen Spielerein die große Jungs halt gerne machen.\n\nWenn du Anregungen / Wünsche oder sonstiges hast, kannst du dich gerne melden unter:\n0231/39696375 - info@jp-performance.de - www.jp-performance.de",Saarland,49.25039044,6.970003213,POINT (6.970003213 49.25039044)
mmMPprcmJeA,17.14.11,Diese Schlafposition solltest Du unbedingt vermeiden! | Liebscher & Bracht,Liebscher & Bracht | Die Schmerzspezialisten,17,2017-11-12T09:00:05.000Z,"Liebscher|""Bracht""|""Faszien""|""LNB""|""Schmerztherapie""|""Übung""|""Roland""|""Liebscher-Bracht""|""Schmerzspezialisten""|""schlafen rückenschmerzen""|""rückenschmerzen beim schlafen""|""richtige schlafposition""|""rückenschmerzen schlafen""",109571,4357,303,357,https://i.ytimg.com/vi/mmMPprcmJeA/default.jpg,False,False,False,"Weitere Infos zu diesem Thema findest du hier:\nhttps://www.liebscher-bracht.com/diese-schlafposition-vermeiden/\n\nJeder Mensch schläft etwa sieben bis neun Stunden pro Tag. Doch was viele nicht wissen: Durch eine dauerhaft falsche Schlafposition können wir unserem Körper enorm schaden!\nSchmerzspezialist Roland Liebscher-Bracht zeigt Dir in diesem Video, wie Du das verhindern kannst.\n\nEuch hat das Video gefallen? Dann TEILT es bei WhatsApp, Facebook und Co. und ABONNIERT unseren Kanal ► https://bit.ly/2bL0FCS ◄\n\nDas neue Buch vom Schmerzspezialisten Roland Liebscher-Bracht:\n❌ Die Arthrose-Lüge❌ Jetzt bestellen: ➡️  http://amzn.to/2wRPmof \n\n❇️ Unser Online-Schmerzcoach - 7 Tage GRATIS testen ►https://www.online-schmerzcoach.de◄\n\n❇️ Faszien-Rollmassage Set bestellen \n► hhttps://www.liebscher-bracht.com/Faszien-Rollmassage-Set ◄\n\n❇️ Mehr Tipps auch hier \n►https://www.fb.me/schmerzspezialisten ◄\n\n\n❇️  Mehr Informationen über die Liebscher & Bracht Schmerztherapie findest Du auf ►►► https://www.liebscher-bracht.com/ausbildung-schmerztherapie/\n------------------------------\nDu leidest an akuten Schmerzen? Hier finden Du einen Liebscher & Bracht-Therapeuten in Deiner Nähe ►►►https://www.liebscher-bracht.com/schmerztherapeuten-finden/\n\n------------------------------\nDu bist Therapeut und interessierst Dich für eine Ausbildung zum Schmerztherapeuten nach Liebscher & Bracht? \n\nHier kannst Du kostenfrei & unverbindlich unsere Ausbildungs-Info-Unterlagen anfordern. ►►►https://www.liebscher-bracht.com/ausbildung-schmerztherapie\n------------------------------\nFolge uns auf unseren weiteren Online-Kanälen:\n\nFacebook: http://facebook.com/schmerzspezialisten\nInstagram: http://instagram.com/liebscher.bracht\nYouTube: https://www.liebscher-bracht.com/DieSchmerzspezialisten\nWebsite: http://www.liebscher-bracht.com",Thuringen,50.97005292,11.02996212,POINT (11.02996212 50.97005292)
3U51cVIqulM,17.14.11,ARAB Lifestyle | mit Bodyformus,PlanetKanax,23,2017-11-13T11:59:43.000Z,"planetkanax|""planet""|""kanax""|""planet kanax""|""arab""|""bodyformus""|""barry""|""arabs""|""arab lifestyle""|""lifestyle""|""araber""|""araber life""|""leben eines araber""|""wetten""|""shisha""|""shisha rauchen""|""eier geschmack""|""brot tabak""|""tabak""|""comedy""|""komödie""",99988,6397,298,429,https://i.ytimg.com/vi/3U51cVIqulM/default.jpg,False,False,False,"Video mit Bodyformus: https://youtu.be/EIM7RMe39JY\n\nBusiness-Kontakt: planetkanax@gmail.com\n\nFolgt uns auf INSTAGRAM:\n@planetkanax\n\n@bodyformus\n@ben.mood\n@asyadreaming\n@nelson.depayze\n\nYouTube:\nBEN MOOD: https://www.youtube.com/channel/UC8dq-Qk1rOMMAci5A4g4Xcg\n\nNELSON DEPAYZE: https://www.youtube.com/channel/UCbs9Wm1qAIIstKhUOzjkuyQ\n\nHey Leute,\nHerzlich Willkomen auf unser Comedy Kanal PlanetKanax.\nViel Spaß mit unseren Videos.\nFreuen uns über jeden Like und Abo✌️\nSchöne Grüße vom PlanetKanax-Team.",Mecklenburg Vorpommern,53.63330408,11.41669861,POINT (11.41669861 53.63330408)
OKYUtHvgMhc,17.14.11,Die Welt in 30 Jahren - Sommer 2047 -  VOLKAN,VOLKAN,24,2017-11-12T16:09:44.000Z,"Welt|""Natur""|""Umwelt""|""Klima""|""Klimawandel""",37877,1839,327,170,https://i.ytimg.com/vi/OKYUtHvgMhc/default.jpg,False,False,False,"Über die Zukunft nachzudenken macht Spaß, oder? \nBis du realisierst.... Es wird nicht weniger Naturkatastrophen geben, sondern mehr! Es wird nicht mehr Artenvielfalt geben, sondern weniger! Saubere Meere? Fehlanzeige. Gute Luft zum Atmen? Bald fast nirgends mehr. Leute! Wenn wir nicht endlich aufwachen, zerstören wir bald das einzige Zuhause das wir haben. \nEs gibt keinen Plan B. \n\nKamera / Edit / Colorgrading:\nSerkan Tuna http://instagram.com/bboyzerk\n\nFootage: \nNational Geographic\nLicensed under Creative Commons: By Attribution 3.0\nhttps://creativecommons.org/licenses/by/3.0/",Sachsen,50.82998395,12.91997595,POINT (12.91997595 50.82998395)
spwqQDCW4TI,17.14.11,RUNDLAUF FUßBALL CHALLENGE + BESTRAFUNG !!,Brotatos,24,2017-11-13T14:03:32.000Z,"fußball challenge|""brotatos""|""fußball""|""football""|""challenge""|""brotatos fußball challenge""|""football challenge""|""rundlauf""|""roulette""|""fußball rundlauf""|""fußball rundlauf challenge""|""fußball roulette""|""roulette challenge""|""bestrafung""|""fußball bestrafung""|""fußball challenge mit bestrafung""|""schneller 16er""|""schneller sechzehner""|""tor""|""fußball tor""|""bestes tor""|""extrem""|""ultimativ""|""verletzung""|""fußball verletzung""|""fußball challenge verletzung""",111328,10692,115,548,https://i.ytimg.com/vi/spwqQDCW4TI/default.jpg,False,False,False,"Die Rundlauf Fußball Challenge! Jeder kennt das Spiel :D\nJeder hat 5 Leben, wer verschießt muss ins Tor. Wer einen Ball reinlässt verliert ein Leben...\nMit dabei: \nRoadkickerz ► http://bit.ly/2qVvXyy\nStrikers ► http://bit.ly/2gGHY57\nLocofloki ► http://bit.ly/2eLhWwc\nDanke für euren Support! :) Du findest uns hier ▼\n► Instagram: http://instagram.com/brotatos\n► Twitter: https://twitter.com/BrotatoGang\n► Unser Shop!: http://shop.spreadshirt.de/Brotato-Merch/\n► 2. Kanal: http://bit.ly/1kbGYmx & http://bit.ly/2jCIcMK\n\n► Private Links ◀︎\n\nINSTAGRAM\n\n» Lucas: http://instagram.com/spideylucas \n» Lars: http://instagram.com/lars_holzi\n\nTWITTER\n\n» Lucas: https://twitter.com/spideylucas\n» Lars: https://twitter.com/lars_holzi\n\nDon't worry, be Potato",Berlin,52.52181866,13.40154862,POINT (13.40154862 52.52181866)
-MAgDuA3H9A,17.14.11,Schauriger_Geist.png - Thumbnail der Woche,Ultralativ,27,2017-11-12T13:00:00.000Z,"standartskill|""standart skill""|""standard skill""|""standart skill kritik""|""geister videos""|""geister kamera""|""geister aufnahme""|""youtube""|""youtube trends""|""youtube kritik""|""youtube deutschland""|""ultralativ""|""thumbnailanalyse""|""thumbnail lüge""|""thumbnail fail""|""TDW""|""Stand’artagnan""",93628,7924,118,308,https://i.ytimg.com/vi/-MAgDuA3H9A/default.jpg,False,False,False,"Geister gibt es überall... auf YouTube, man muss sie nur mit spontan rausgesuchten PNGs sichtbar machen!\n\n_\n\nWeitere mindestens fast so interessante Videos:\n\nThumbnail der Woche:\nhttp://goo.gl/hpSnzl\n\nUKWlativ:\nhttp://goo.gl/jHDERu\n\nHow to Assi-Thumbnails:\nhttp://goo.gl/hRPTvj\n\nYouTube kann halt doch was:\nhttps://goo.gl/7fTsXc\n\nF.A.M.E. Review:\nhttps://goo.gl/bRJPD3\n\nDie Schattenseite der Trends:\nhttps://goo.gl/gR9oWz\n\n_\n\nSocial Media:\nTwitter\nhttps://goo.gl/Ixl5Ns\n\nSoundcloud\nhttps://goo.gl/TdySK3\n\nFanFiktion\nhttp://goo.gl/eiEgwQ\n\nMySpace\nhttp://goo.gl/quMpdn\n\n_\nQuellen:\nhttp://mitchmartinez.com/free-4k-red-epic-stock-footage/\nMusik:\nDowntown Jump - Terry Devine-King",Bremen,53.55043805,8.579982461,POINT (8.579982461 53.55043805)
riV8xuBqUQ0,17.14.11,Duell der Giganten 2.0 | inscopelifestyle,InscopeLifestyle,22,2017-11-12T16:34:53.000Z,"inscopelifestyle|""VLOG""|""CarVlog""|""lamborghini""|""lamborghini aventador""|""aventador""|""e63""|""e63 amg""|""amg""|""mercedes""|""mercedes benz""|""need for speed""|""nfs""|""need for speed payback""|""carporn""|""mustang""|""ford mustang""|""race""|""0-100""|""unsympathischtv""|""shpendiboy""|""einfachpeter""|""ferrari""|""ferrari california""|""race track""|""flugplatz""|""duell der giganten""|""fast and the furious""|""street race""|""straßen rennen""",113961,8891,260,1385,https://i.ytimg.com/vi/riV8xuBqUQ0/default.jpg,False,False,False,"Ihr wolltet ein zweites Duell der Giganten, ihr kriegt ein zweites Duell der Giganten. Genießt das Video und lasst einen Daumen hoch da. Und wenn ihr dann immer noch nicht genug habt, nehmt am Gewinnspiel teil!\n \n(P) Dieses Video wird unterstützt durch Produktplatzierung\nDankeschön an EA und Need for Speed für die Möglichkeit dieses Video zu drehen.\n►Checkt die Webseite für mehr Infos: http://www.needforspeed.de/\n \nGewinnspiel-Infos:\nZu gewinnen gibt drei Mal das signierte PS4 Spiel Need for Speed: Paypack und dazu jeweils ein T-Shirt. Der Gewinner wird durch das Zufallsprinzip aus den Kommentaren unter diesem Video ausgewählt. Der Rechtsweg ist ausgeschlossen. Das Gewinnspiel endet am Sonntag, den 19.11.2017 um 23:59 Uhr. Die vollständigen Teilnahmebedingungen finden sich hier: http://bit.ly/2hpxTt3\n\nhier gehts zu den Jungs:\n\nSascha: https://www.youtube.com/user/unsympathischtv\nShpendi: https://www.youtube.com/channel/UCm32Mjdv3OhNrDT-RXExViA\nPeter: https://www.youtube.com/channel/UCvZxLLwvrXrRf1mENhqJKkw",Niedersachsen,53.1299986,8.220004434,POINT (8.220004434 53.1299986)
nNtrjfX2aGw,17.14.11,KOCHEN mit TANZVERBOT |  - 001#,TANZVERBOT,26,2017-11-13T19:00:11.000Z,"tanzverbot|""Kochen mit TANZVERBOT""|""kochen""|""salat""|""frisch""|""küche""|""kerze""|""doppel peace""|""mega peace""|""kabel""|""messer""|""brett""",121928,16467,650,3492,https://i.ytimg.com/vi/nNtrjfX2aGw/default.jpg,False,False,False,"*Salat: http://amzn.to/2ib6Ja7\n*messer: http://amzn.to/2zBPJ6B\n*Brett: http://amzn.to/2hvFU3D\n*Gabel: http://amzn.to/2zCrchO\n\ntwitter: tanzverbotcf\nfacebook: tanzverbotcf\ninstagram: tanzverbotrl\n\n*Die Amazon-Links hängen mit dem Partnerprogramm von Amazon zusammen. Sie dienen dem potenziellen Käufer als Orientierung und verweisen explizit auf bestimmte Produkte. Sofern diese Links genutzt werden, kann im Falle einer Kaufentscheidung eine Provision ausgeschüttet werden.",Niedersachsen,53.1299986,8.220004434,POINT (8.220004434 53.1299986)
k_IrAnVSjYE,17.14.11,"Grüner Kaffee zum Abnehmen, hilft das wirklich?",Tanja Bremer,22,2017-11-13T01:27:05.000Z,[none],9413,1522,39,21,https://i.ytimg.com/vi/k_IrAnVSjYE/default.jpg,False,False,False,"Grüner Kaffee ist ein Trend-Getränk aus den USA und soll beim Abnehmen helfen. Es ist also nur eine Frage der Zeit, bis auch in Deutschland Diät-Willige der grünen Bohne verfallen.\n➡ Mehr zum Thema: http://bit.ly/2zz5qf2",Sachsen Anhalt,52.13042137,11.62000362,POINT (11.62000362 52.13042137)
KLxP8VxZjlk,17.14.11,Portuguese trawler nets 'prehistoric shark',BJ Magazine,25,2017-11-11T13:09:16.000Z,"magazine|""prehistoric shark""|""live fossil""|""science magazin""|""science news""",91914,17,13,8,https://i.ytimg.com/vi/KLxP8VxZjlk/default.jpg,False,False,False,Portuguese scientists have captured a shark from the age of the dinosaurs off the Algarve coast.,Mecklenburg Vorpommern,53.63330408,11.41669861,POINT (11.41669861 53.63330408)
cJx5blgWjDw,17.14.11,Höre NICHT diese Sprachnachricht an.. (WIRKLICH NICHT!),Jarow,24,2017-11-11T20:55:29.000Z,jarow,373833,21320,2901,1839,https://i.ytimg.com/vi/cJx5blgWjDw/default.jpg,False,False,False,"Hier geht es zum Video von gestern: https://youtu.be/VDzRJpaKgZs\n\nJarow's Gruselgeschichten auf Spotify: http://spoti.fi/2w53ru6\nMein Shop (T-Shirts,Beanies etc.): http://www.jarow.de/\nFolg mir doch auf Instagram ► http://instagram.com/jarow\nSnapchat: julianjarow \nFolg mir auf Twitter      ► https://twitter.com/julianschizo\nHier gibt es günstige Spiele (WERBUNG): http://mmo.ga/h2oP *\n\nLike meine Facebook-Seite ► https://www.facebook.com/julianaufyoutube\nPrivat        ►http://goo.gl/UL5aCZ \nIntro by ► https://www.youtube.com/user/inMyArtz\n\nEmail (für eure Geschichten): jarowstories@gmail.com\n\nEmail (Geschäftlich): julianschizophrenicblog@gmail.com\n\n-------------------------------------------------------------------------------------------\nHinweis: Alle Bilder (im Video und Thumbnail) sind Symbolbilder, die darauf zusehenden Personen sind Models und haben nichts mit einzelnen Fällen zu tun. \n\n\n \nMeine Kamera (WERBUNG): http://amzn.to/1vvjxY8 *\nMein Aufnahmeprogramm (WERBUNG):  http://amzn.to/1nHyjeE *\nHiermit schneide ich meine Videos (WERBUNG): http://amzn.to/1mNoStm *\n\n-------------------------------------------------------------------------------------------\nMusik: http://www.epidemicsound.com\n-------------------------------------------------------------------------------------------\nMit * gekennzeichnete Links: \nDie Amazon-Links hängen mit dem Partnerprogramm von Amazon zusammen. Die MMOGA-Links mit dem Partnerschaftsprogramm von MMOGA. Sie dienen dem potentiellen Käufer als Orientierung und verweisen explizit auf bestimmte Produkte. Sofern diese Links genutzt werden, wird im Falle einer Kaufentscheidung eine Provision ausgeschüttet werden. Wo ihr eure Produkte kauft, bleibt natürlich euch selbst belassen.",Nordrhein Westfalen,52.02998822,8.530011351,POINT (8.530011351000001 52.02998822)
FWoXtrLTUMs,17.14.11,Wenn die Freundin anruft... GIRLFRIEND VOICE!,Phil Laude,1,2017-11-12T17:00:01.000Z,"Phil Laude|""Y-Titty""|""YouTuber""|""Girlfriend Voice""|""Girlfriend""|""Voice""|""Jana Privalov""|""Jana Riva""|""Hasenlied""|""Peshibär""|""Digges Ding""",286684,27188,435,943,https://i.ytimg.com/vi/FWoXtrLTUMs/default.jpg,False,False,False,"Wer kennt es nicht... beim Gespräch mit dem Partner beraubt dich eine magische Kraft plötzlich deines gesamten Swags und du redest mit 1 Kopfstimme und singst 1 Hasenlied... \n\nI bims bei #funk. \nYouTube: https://www.youtube.com/funkofficial\nfunk Web-App: https://www.funk.net/\nFacebook: https://www.facebook.com/funk\n\nImpressum: https://go.funk.net/impressum\n\nABOMNIER MICH ► https://www.youtube.com/channel/UCwCp...\n\nSTALKE DEN LAUDE  ► \nInstagram | http://instagram.com/phillaude\nTwitter | http://twitter.com/phillaude\nFacebook | http://facebook.com/phillaude4real\n\nTHX 4 WATCHING, LIKING AND SHARING VONG DER NICEIGKEIT HER!\n-----------------------------------------------------------\n\n\nSQUAD: \nKAMERA - SANDRO LIMAN | http://instagram.com/sandromandro\nPESH RAMIN | http://instagram.com/peshramin",Nordrhein Westfalen,52.02998822,8.530011351,POINT (8.530011351000001 52.02998822)
PK8lHszeXNk,17.14.11,WOW 😱 Die Beste Wasserdicht SmartWatch Nur für 69.90€,Cool Mobile,22,2017-11-12T19:27:27.000Z,"smartwatch|""review""|""android""|""apple watch""|""melhor smartwatch""|""best smartwatch""|""watch""|""smartphone""|""smartwatch review""|""smartwatch barato""|""cheap smartwatch""|""smartwatch phone""|""technology""|""smart watch""|""ios""|""gadget""|""unboxing""|""smartwatches""|""best smartwatch 2016""|""smartwatch android""|""android smartwatch""|""pebble smartwatch""|""smartwatch 2016""|""lg smartwatch""|""smartwatch da china""|""smartwatch bom e barato""|""tech""|""best""|""gearbest""|""samsung gear s3""|""samsung""|""sport watch""|""cheap""|""lg watch sport""",27356,704,31,10,https://i.ytimg.com/vi/PK8lHszeXNk/default.jpg,False,False,False,"►Jetz Bestellen https://goo.gl/j2ztqn\n►Jetz Bestellen https://goo.gl/j2ztqn\n\n【Bluetooth-Telefon】Nach der Paarung mit dem Handy können Sie mit der Smartwatch telefonieren und die Kontakte auf Ihrem Telefon automatisch kann mit Ihrer Uhr synchronisieren.\n【Bluetooth Musik】Wenn Sie Ihres Handy mit der Smartwatch verbindet haben, können Sie Musik-Player über die Uhr kontrollieren, und die Lieder wählen und das Volumen einstellen.\n【Herzfrequenz-Sensor】 GV68 kann Ihre Herzfrequenz für 24 Stunden automatisch überwachen, und Sie können auch Ihre Herzfrequenz manuell messen.\n【Smart-Notifikationen】Sie können stets SMS, Anrufe und Benachrichtigungen von sozialen Netzwerken empfangen und anzeigen. Durch Vibration und Ton Ihnen zu erinnern.\n【IP68 Wasserdichtigkeit】Die Uhr kann für flache Wasser Aktivitäten wie Schwimmen in einem Schwimmbad, dessen Wassertiefe aber ist nicht mehr als 3 Meter verwendet werden.\n\n►Jetz Bestellen https://goo.gl/j2ztqn\n►Jetz Bestellen https://goo.gl/j2ztqn",Saarland,49.25039044,6.970003213,POINT (6.970003213 49.25039044)
BEVPWKNRrQQ,17.14.11,Dolunay 19. Bölüm,Dolunay,22,2017-11-12T21:06:19.000Z,"Dolunay|""dolunay dizisi""|""dolunay dizisi oyuncuları""|""dolunay izle""|""hd yerli dizi izle""|""dolunay dizi müziği""|""dolunay dizisi son""|""dolunay fragman""|""can yaman""|""özge gürel""|""hakan kurtaş""|""dolunay ferit""|""dolunay nazlı""|""ferit nazlı aşkı""|""ırmak ünal""|""no dokuz yapım""|""star tv""|""dolunay star""|""dtam""",685202,5472,528,463,https://i.ytimg.com/vi/BEVPWKNRrQQ/default.jpg,False,False,False,"Dolunay'ın bütün bölümleri startv.com.tr'de → http://www.startv.com.tr/dizi/dolunay\n\nDolunay’a Abone Olmak İçin → http://bit.ly/dolunay-dd-sub\n\nProfesyonel bir aşçı olmak isteyen Nazlı (Özge Gürel), Japon mutfağını öğrenerek kendi restoranını açma hayalleri kurar. Öğrenci evini geçindirmek için ek iş için tanışmadığı patronu Ferit’in (Can Yaman) özel aşçısı olur. Zengin iş adamı Ferit ve Nazlı, çeşitli tesadüflerle yakınlaşır ve imkansız olan bir aşkın kapısını aralar.\n\nYapım: No Dokuz\nYönetmen: Çağrı Bayrak\nSenarist: Kuledibi Senaryo Ekibi - Ayşen Günsu Teker Fikret Bekler\n\nOyuncu Kadrosu:\nFerit: Can Yaman\nNazlı: Özge Gürel\nDeniz: Hakan Kurtaş\nHakan: Necip Memili\nFastoş: Öznur Serçeler\nAsuman: İlayda Akdoğan\nAlya: Türkü Turan\nNilüfer: Alara Bozbey\nEngin: Balamir Emren\nTarık: Berk Yaygın\nİkbal: Özlem Türay\nBulut: Alihan Türkdemir\nLeman: Yeşim Gül",Nordrhein Westfalen,52.02998822,8.530011351,POINT (8.530011351000001 52.02998822)
